64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,56,65,56,65,56,65,56,65,56,65,56,65,56,65,56,65,56,65,56,65,56,65,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,56,65,56,56,56,46,46,46,46,46,56,56,56,65,56,65,56,65,56,65,56,65,65,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,56,56,46,36,36,26,26,26,26,26,26,26,26,26,26,26,26,26,36,46,56,65,56,65,56,65,65,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,56,46,36,36,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,15,26,26,26,36,46,65,56,65,56,64,64,64,64,64,64,64,64,64,64,64,64,65,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,46,46,36,36,36,26,26,26,26,26,26,26,26,26,26,26,15,26,26,26,26,15,26,15,26,26,15,26,26,36,56,65,56,65,64,64,64,64,64,64,64,64,64,64,65,65,65,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,56,36,36,36,36,26,26,26,26,26,36,36,36,36,36,26,26,26,26,26,26,26,15,26,15,26,15,26,15,26,15,26,26,46,65,56,65,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,56,36,26,36,36,36,36,36,36,36,36,36,36,26,36,36,26,26,26,26,15,26,26,26,15,26,15,26,15,26,15,26,15,26,15,26,26,56,65,65,64,64,64,64,64,64,64,64,65,65,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,46,26,26,36,46,46,46,46,36,36,26,26,26,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,26,46,65,65,64,64,64,64,64,64,64,64,65,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,56,46,36,36,46,46,46,46,36,46,46,36,36,36,26,26,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,15,46,56,65,65,64,64,64,64,64,64,65,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,56,36,36,36,46,46,46,36,46,36,36,36,36,36,36,26,36,26,26,26,26,26,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,15,26,15,36,56,65,56,65,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
